강좌명,강좌내용,교육대상구분,교육방법구분,교육장도로명주소,운영기관명,강좌난이도,홈페이지주소
챗 GPT의 이해,챗 GPT의 이해 강의,지역주민,오프라인,경기도 김포시 김포한강1로 242(운양동),경기도 김포시청 교육청소년과,초급,https://gimpo.gseek.kr/
(온라인)컴퓨터 중급(AI 활용),(온라인)컴퓨터 중급 강의,지역주민,온라인,경기도 김포시 사우중로1,경기도 김포시청 교육청소년과,중급,https://gimpo.gseek.kr/
컴퓨터 왕초보+스마트폰 활용,"컴퓨터와 스마트폰, 이제 낯설고 어렵지 않아요 주민센터 정보화 교육에서 실생활에 유용한 기술을 배워보세요. 인터넷 검색, 동영상 시청, 사진과 메시지 관리, 다양한 앱 활용, Chat GPT까지 가족과 더 가까워지고, 일상을 더욱 편리하게 만드는 디지털 활용법을 알려드립니다. 초보자도 쉽게 따라올 수 있도록 차근차근 진행하며 자신감을 키워드립니다. 디지털 세상에 첫발을 내딛는 기쁨과 일상의 변화를 시작하세요",성인,오프라인,경기도 오산시 오산로132번길 28,대원1동 행정복지센터,초급,https://osanedu.go.kr/app/app0101/selectBsnsView.do
기초스마트폰 및 인공지능 AI활용법,기초부터 초보들에 눈높이에 딱 맞춰 수업을 진행하려고 합니다.,성인,오프라인,경기도 오산시 문헌공로 45,신장1동 행정복지센터,초급,https://osanedu.go.kr/app/app0101/selectBsnsView.do
"컴퓨터(초급) 인터넷, 스마트폰활용, 인공지능 AI활용",어른들을 위한  컴퓨터 및 스마트폰 활용 교육 입니다.,성인,오프라인,경기도 오산시 문헌공로 45,신장1동 행정복지센터,초급,https://osanedu.go.kr/app/app0101/selectBsnsView.do
"컴퓨터교실(엑셀,파워포인트)","프리젠테이션을 작성하고 편집할 수 있고, 엑셀을 이용하여 셀을 편집하고 함수를 활용하여 계산할 수 있는 과정입니다. 인공지능을 활용하여 프레젠테이션을 작성할 수 있습니다. 컴퓨터기초+중급과정으로 초보자도 신청할 수 있습니다.",성인,오프라인,경기도 오산시 청학로 55-5,남촌동 행정복지센터,중급,https://osanedu.go.kr/app/app0101/selectBsnsView.do
엔트리로 배우는 인공지능 원리,인공지능을 활용한 체험활동을 통해 인공지능 개념과 학습방법을 이해,11세~13세,오프라인,경기도 성남시 수정구 위례동로 91,위례평생학습관,초급,https://sugang.seongnam.go.kr/
AI활용과 디자인 플랫폼,AI를 디자인 플랫폼과 결합하여 업무와 일상에서 적용해보기,19세 이상 성남시민,오프라인,경기도 성남시 분당구 판교로 546,성남시 평생학습관,중급,https://sugang.seongnam.go.kr/
AI디지털 생활,"건강, 돈, 추억, 계획 AI로 쉽게 정리하기",19세 이상 성남시민,오프라인,경기도 성남시 분당구 판교로 546,성남시 평생학습관,초급,https://sugang.seongnam.go.kr/
[평생학습교실] 챗GPT 기초부터 200 활용,AI를 활용한 나만의 콘텐츠 제작 능력 향상,성인,오프라인,울산광역시 남구 중앙로230번길 17,울산광역시 남구청,중급,https://www.ulsannamgu.go.kr/edu/main.do
[평생학습교실] AI를 활용한 유튜브 영상 콘텐츠,AI 기반 영상 편집 도구 활용 능력 습득,성인,오프라인,울산광역시 남구 중앙로230번길 17,울산광역시 남구청,중급,https://www.ulsannamgu.go.kr/edu/main.do
2025년 4차산업 주민연계 프로그램,일상생활속의 생성형 AI,지역주민+성인,오프라인,광주광역시 남구 제석로 100,광주광역시 남구청,초급,http://namgu.gwangju.kr
지역리더들의 디지털역량강화,"인공지능(AI)이해, 생성형AI 활용법, AI윤리 및 안전한 사용법",지역주민,오프라인,광주광역시 남구 군분로 23번길 4-3,광주광역시 남구청,초급,http://namgu.gwangju.kr
[시민교육](야간) AI로 동화책 만들기,AI와 디지털 도구를 활용하여 동화책을 만들고 전자책으로 제작하기,일반구민,오프라인,"인천광역시 부평구 산청로 129, 4층 부평구평생학습관, 부평구청소년복합문화센터(청천동)",인천광역시 부평구청,중급,http://www.icbp.go.kr/lll/
"[구민선호](야간,온라인) 퇴근 후 엑셀 스킬업 챗GPT 활용까지",엑셀의 기능을 익혀 실무에서 바로 쓸수 있는 사용법 및 예제 강습,일반구민,온라인,인천광역시 부평구 산청로 129 부평구평생학습관,인천광역시 부평구청,중급,http://www.icbp.go.kr/lll/
[시민교육]처음 만나는 인공지능(AI) 이야기,AI에 대해 이해하고 실생활에서 활용할 수 있는 방법 익히기,일반구민,오프라인,"인천광역시 부평구 산청로 129, 5층 부평구평생학습관, 부평구청소년복합문화센터(청천동)",인천광역시 부평구청,초급,http://www.icbp.go.kr/lll/
AI 실전 활용 클래스(중급),"AI 도구를 활용하여 보고서, 동영상, 이미지 등 제작",지역주민+성인,오프라인,대구광역시 달서구 조암로5길 5-12(3~5층),대구광역시 달서구청,중급,https://www.dalseo.daegu.kr/
"야간)챗gpt,뤼튼으로 시작하는 AI첫걸음","chat gpt, 뤼튼을 활용한 AI 기초",지역주민+성인,오프라인,대구광역시 달서구 조암로5길 5-12(3~5층),대구광역시 달서구청,초급,https://www.dalseo.daegu.kr/
"챗gpt,뤼튼으로 시작하는 AI첫걸음(주간반)","chat gpt, 뤼튼을 활용한 AI 기초",지역주민+성인,오프라인,대구광역시 달서구 조암로5길 5-12(3~5층),대구광역시 달서구청,초급,https://www.dalseo.daegu.kr/
AI로 만드는 나만의 동화책,인공지능 도구를 활용한 나만의 이야기와 그림책 제작,지역주민 및 근로자,오프라인,"부산광역시 사상구 모라로 93, 2층 (모라평생학습관)",모라평생학습관,중급,http://www.sasang.go.kr/lll
AI로 시작하는 1인 디지털 수익화 실전 클래스,AI 도구를 활용해 콘텐츠 제작부터 수익 구조 설계까지 연결하는 1인 디지털 수익화 실전,지역주민 및 근로자,오프라인,부산광역시 사상구 새벽로 168번길 61 (사상평생학습관),사상평생학습관,중급,http://www.sasang.go.kr/lll
AI 영상편집 한 번에 끝내기,AI 기반 자동화 편집 기술을 활용해 영상 제작 과정을 효율적으로 완성하는 실습 중심 과정,지역주민 및 근로자,오프라인,부산광역시 사상구 새벽로 168번길 61 (사상평생학습관),사상평생학습관,중급,http://www.sasang.go.kr/lll
배워서 바로 써먹는 생성형 AI 활용법,생성형 AI의 기본개념과 원리를 이해한다,일반주민,오프라인,부산광역시 수영구 수영로 521번길 77(광안동),부산광역시 수영구평생학습관,초급,http://suyeong.go.kr/edu/
GhatGPT와 함께하는 나만의 영어과외 클래스,AI도구를 활용해 영어회화와 작문 실력을 향상시킨다,일반주민,오프라인,부산광역시 수영구 수영로 521번길 77(광안동),부산광역시 수영구평생학습관,중급,http://suyeong.go.kr/edu/
"가족이 함께 떠나는 숲체험 & AI 숲놀이 - 새와 애벌레, 봄의 약속",AI를 활용한 숲체험 떠나기,2021년생~초등+보호자 1인,오프라인,부산광역시 북구 산성로 299,부산광역시 북구 교육체육과,초급,https://www.bsbukgu.go.kr/edu
가족이 함께 떠나는 숲체험 & AI 숲놀이 - 봄을 담아요,AI를 활용한 숲체험 떠나기,2021년생~초등+보호자 1인,오프라인,부산광역시 북구 은행나무로 26,부산광역시 북구 교육체육과,초급,https://www.bsbukgu.go.kr/edu
목요 어르신 스마트폰 교실 - 내 손안의 비서 AI 인공지능,AI 사용법 기초 배우기,50세 이상 스마트폰 초보 사용자,오프라인,부산광역시 북구 은행나무로 26,부산광역시 북구 교육체육과,초급,https://www.bsbukgu.go.kr/edu
수요 어르신 스마트폰 교실 - 내 손안의 비서 AI 인공지능,AI 사용법 기초 배우기,50세 이상 스마트폰 초보 사용자,오프라인,부산광역시 북구 은행나무로 26,부산광역시 북구 교육체육과,초급,https://www.bsbukgu.go.kr/edu
강사들을 위한 시간 AI로 완성하는 나만의 강의안 클래스,AI 강의안 작성해보기,북구주민,온라인,부산광역시 북구 은행나무로 26,부산광역시 북구 교육체육과,중급,https://www.bsbukgu.go.kr/edu
AI로 완성하는 인스타그램 콘텐츠 클래스,AI를 활용한 인스타그램 콘텐츠,북구주민,온라인,부산광역시 북구 은행나무로 26,부산광역시 북구 교육체육과,중급,https://www.bsbukgu.go.kr/edu
스마트기기 사용설명서,AI번역 및 챗GPT활용 등,지역주민,오프라인,부산광역시 서구 구덕로120 (토성동4가),부산광역시 서구청,초급,http://www.bsseogu.go.kr/edu
[AI디지털교과서 도입 대비]스마트 태블릿PC 활용 역량강화,태블릿PC를 활용한 생활실용 앱사용 등 기술 습득,지역주민,오프라인,부산광역시 서구 구덕로120 (토성동4가),부산광역시 서구청,중급,http://www.bsseogu.go.kr/edu
AI시대의 재테크 투자,지금 현재와 미래를 내다보는 AI시대 유망종목 분석,지역주민,오프라인,부산광역시 서구 구덕로120 (토성동4가),부산광역시 서구청,중급,http://www.bsseogu.go.kr/edu
일상을 바꾸는 AI와 친해지기,일상생활 속 AI 활용기술 및 응용 습득,지역주민,오프라인,부산광역시 서구 까치고개로 179,부산광역시 서구청,초급,http://www.bsseogu.go.kr/edu
책 속의 인문학 AI와 인간의 공존,인문학으로 바라보는 AI의 이해와 인간생태계에 미칠 영향,지역주민,오프라인,부산광역시 서구 까치고개로 179,부산광역시 서구청,초급,http://www.bsseogu.go.kr/edu
[나의 경험을 문장으로 담기]신중년 AI활용 자소서 완성하기,AI를 활용한 나의 이야기를 담은 자기소개서 제작 방법,지역주민,오프라인,부산광역시 서구 구덕로120 (토성동4가),부산광역시 서구청,중급,http://www.bsseogu.go.kr/edu
코딩과 인공지능 활용,코딩 기본기부터 인공지능의 실제활용까지 학습하는 강좌,성인,오프라인,서울특별시 관악구 남부순환로 1546,서울특별시 관악구평생학습관,중급,http://www.gwanak.go.kr/site/edu/main.do
AI 사진 디자인 편집,생성형 AI를 이용하여 사진 편집 및 디자인 콘텐츠를 만드는 방법 학습하는 강좌,성인,오프라인,서울특별시 관악구 남부순환로 1546,서울특별시 관악구평생학습관,중급,http://www.gwanak.go.kr/site/edu/main.do
누구나 하기 쉬운 AI,AI,성인,오프라인,서울특별시 강서구 공항대로 615,서울특별시 강서구청,초급,https://www.gangseo.seoul.kr/reserve/index
AI 영상 도구로 만드는 숏폼 콘텐츠,"AI 도구 활용한 숏폼, 롱폼 영상 제작 실습과정",지역주민+성인,오프라인,서울특별시 중랑구 망우로67길 10,서울특별시 중랑구청,중급,https://www.jungnang.go.kr/study/
나도 쓸 수 있는 AI 일상에서 생산성 높이기,AI 영상 제작 강의,성인,오프라인,경상북도 의성군 의성읍 중리길 44,경상북도교육청 의성도서관,중급,http://www.gbelib.kr/us
지역리더들의 디지털역량강화,"인공지능(AI)이해, 생성형AI 활용법, AI윤리 및 안전한 사용법",지역주민,오프라인,광주광역시 남구 군분로 23번길 4-3,광주광역시 남구청,초급,http://namgu.gwangju.kr
4차산업 주민연계 프로그램,일상생활속의 생성형 AI,지역주민+성인,오프라인,광주광역시 남구 제석로 100,광주광역시 남구청,초급,http://namgu.gwangju.kr
캔바랑 AI랑 놀면서 배우는 디자인 맛집,캔바랑 AI로 초보자도 쉽고 재미있게 다양한 디자인 콘텐츠를 직접 만들고 활용하는 실습 중심 강좌,지역주민,오프라인,광주광역시 북구 향토문화로 65(중흥동),광주광역시 북구청,초급,http://bukgu.gwangju.kr/edu/
하반기 꿈에뽀짝 AI 기반 직업진로코칭지도사(2급),직업진로코칭지도사,성인,혼합,광주광역시 광산구 임방울대로 673-12,광주광역시 광산구청,중급,https://edu.gwangsan.go.kr/
꿈에뽀짝 지도사들 대상 온라인 SNS+ 에듀테크+ AI활용 과정,AI활용,성인,오프라인,광주광역시 광산구 북문대로419번길 73,광주광역시 광산구청,중급,https://edu.gwangsan.go.kr/
AI와 함께하는 리터러시 교육,Ai,성인,오프라인,충청남도 당진시 당진중앙2로 226-12 5층,충청남도 당진시청,중급,http://learning.dangjin.go.kr
[옥정]대화형 인공지능 Chat GPT,직업/자격증,성인,온라인,"경기도 양주시 옥정동로7길 110 옥정동, 옥정호수도서관 지하",양주시 평생학습관,중급,https://www.gseek.kr
[옥정]대화형 인공지능 Chat GPT,직업/자격증,성인,온라인,"경기도 양주시 옥정동로7길 110 옥정동, 옥정호수도서관 지하",양주시 평생학습관,중급,https://www.gseek.kr
[덕계]머신러닝 입문,직업/자격증,성인,온라인,"경기도 양주시 평화로1475번길 39, (덕계동) 회천2동 행정복지센터 5층",양주시 평생학습관,중급,https://www.gseek.kr
[덕계]머신러닝 입문,직업/자격증,성인,온라인,"경기도 양주시 평화로1475번길 39, (덕계동) 회천2동 행정복지센터 5층",양주시 평생학습관,중급,https://www.gseek.kr
chatGPT & AI 활용(중급반),ChatGPT를 중심으로 생성형 AI의 개념과 실생활 및 업무 활용 중심,성인,오프라인,경기도 광주시 광주대로116,경기도 광주시청,중급,https://gjedu.gseek.kr/user/course/offline/list
